Cn Code,Nutrient code,Nutrient value,Per unit,Value type code,Source code,Date added,Last modified
124139,320,,100g,6,3,12/12/2024,12/19/2024
124139,328,0,100g,6,3,05/27/2023,12/19/2024
124139,401,,100g,6,3,05/27/2023,12/19/2024
124139,539,6.400,100g,6,3,05/27/2023,12/19/2024
124139,601,0,100g,6,3,05/27/2023,12/19/2024
124139,605,0,100g,6,3,05/27/2023,12/19/2024
124139,606,0,100g,6,3,05/27/2023,12/19/2024
124140,203,0,100g,6,3,05/27/2023,12/19/2024
124140,204,0,100g,6,3,05/27/2023,12/19/2024
124140,205,12.000,100g,6,3,05/27/2023,12/19/2024
124140,207,,100g,6,3,05/27/2023,12/19/2024
124140,208,52.000,100g,6,3,05/27/2023,12/19/2024
124140,255,,100g,6,3,05/27/2023,12/19/2024
124140,269,9.750,100g,6,3,05/27/2023,12/19/2024
124140,291,1.500,100g,6,3,05/27/2023,12/19/2024
124140,301,10.000,100g,6,3,05/27/2023,12/19/2024
124140,303,0,100g,6,3,05/27/2023,12/19/2024
124140,306,80.000,100g,6,3,05/27/2023,12/19/2024
124140,307,4,100g,6,3,05/27/2023,12/19/2024
124140,320,,100g,6,3,12/12/2024,12/19/2024
124140,328,37.000,100g,6,3,05/27/2023,12/19/2024
124140,401,,100g,6,3,05/27/2023,12/19/2024
124140,539,5.200,100g,6,3,05/27/2023,12/19/2024
124140,601,0,100g,6,3,05/27/2023,12/19/2024
124140,605,0,100g,6,3,05/27/2023,12/19/2024
124140,606,0,100g,6,3,05/27/2023,12/19/2024
124141,203,0,100g,6,3,05/27/2023,12/19/2024
124141,204,0,100g,6,3,05/27/2023,12/19/2024
124141,205,14.800,100g,6,3,05/27/2023,12/19/2024
124141,207,,100g,6,3,05/27/2023,12/19/2024
124141,208,62,100g,6,3,05/27/2023,12/19/2024
124141,255,,100g,6,3,05/27/2023,12/19/2024
124141,269,12.5,100g,6,3,05/27/2023,12/19/2024
124141,291,1.600,100g,6,3,05/27/2023,12/19/2024
124141,301,15,100g,6,3,05/27/2023,12/19/2024
124141,303,0,100g,6,3,05/27/2023,12/19/2024
124141,306,141,100g,6,3,05/27/2023,12/19/2024
124141,307,0,100g,6,3,05/27/2023,12/19/2024
124141,320,,100g,6,3,12/12/2024,12/19/2024
124141,328,0,100g,6,3,05/27/2023,12/19/2024
124141,401,,100g,6,3,05/27/2023,12/19/2024
124141,539,7.800,100g,6,3,05/27/2023,12/19/2024
124141,601,0,100g,6,3,05/27/2023,12/19/2024
124141,605,0,100g,6,3,05/27/2023,12/19/2024
124141,606,0,100g,6,3,05/27/2023,12/19/2024
124142,203,0.710,100g,6,3,05/27/2023,12/19/2024
124142,204,0,100g,6,3,05/27/2023,12/19/2024
124142,205,13.600,100g,6,3,05/27/2023,12/19/2024
124142,207,,100g,6,3,05/27/2023,12/19/2024
124142,208,57,100g,6,3,05/27/2023,12/19/2024
124142,255,,100g,6,3,05/27/2023,12/19/2024
124142,269,10,100g,6,3,05/27/2023,12/19/2024
124142,291,1.400,100g,6,3,05/27/2023,12/19/2024
124142,301,0,100g,6,3,05/27/2023,12/19/2024
124142,303,0,100g,6,3,05/27/2023,12/19/2024
124142,306,193,100g,6,3,05/27/2023,12/19/2024
124142,307,4,100g,6,3,05/27/2023,12/19/2024
124142,320,,100g,6,3,12/12/2024,12/19/2024
124142,328,0,100g,6,3,05/27/2023,12/19/2024
124142,401,,100g,6,3,05/27/2023,12/19/2024
124142,539,6.400,100g,6,3,05/27/2023,12/19/2024
124142,601,0,100g,6,3,05/27/2023,12/19/2024
124142,605,0,100g,6,3,05/27/2023,12/19/2024
124142,606,0,100g,6,3,05/27/2023,12/19/2024
124143,203,13.200,100g,6,3,05/27/2023,04/27/2023
124143,204,4.110,100g,6,3,05/27/2023,04/27/2023
124143,205,24.700,100g,6,3,05/27/2023,04/27/2023
124143,207,,100g,6,3,05/27/2023,04/27/2023
124143,208,197,100g,6,3,05/27/2023,04/27/2023
124143,255,,100g,6,3,05/27/2023,04/27/2023
124143,269,1.650,100g,6,3,05/27/2023,04/27/2023
124143,291,1.600,100g,6,3,05/27/2023,04/27/2023
124143,301,165,100g,6,3,05/27/2023,04/27/2023
124143,303,1.180,100g,6,3,05/27/2023,04/27/2023
124143,306,,100g,6,3,05/27/2023,04/27/2023
124143,307,296,100g,6,3,05/27/2023,04/27/2023
124143,320,,100g,6,3,12/12/2024,04/27/2023
124143,328,,100g,6,3,05/27/2023,04/27/2023
124143,401,5.900,100g,6,3,05/27/2023,04/27/2023
124143,539,,100g,6,3,05/27/2023,04/27/2023
124143,601,25,100g,6,3,05/27/2023,04/27/2023
124143,605,0,100g,6,3,05/27/2023,04/27/2023
124143,606,1.650,100g,6,3,05/27/2023,04/27/2023
124144,203,16,100g,6,3,05/27/2023,04/27/2023
124144,204,6.870,100g,6,3,05/27/2023,04/27/2023
124144,205,18.300,100g,6,3,05/27/2023,04/27/2023
124144,207,,100g,6,3,05/27/2023,04/27/2023
124144,208,198,100g,6,3,05/27/2023,04/27/2023
124144,255,,100g,6,3,05/27/2023,04/27/2023
124144,269,3.050,100g,6,3,05/27/2023,04/27/2023
124144,291,3.100,100g,6,3,05/27/2023,04/27/2023
124144,301,267,100g,6,3,05/27/2023,04/27/2023
124144,303,1.370,100g,6,3,05/27/2023,04/27/2023
124144,306,,100g,6,3,05/27/2023,04/27/2023
124144,307,427,100g,6,3,05/27/2023,04/27/2023
124144,320,,100g,6,3,12/12/2024,04/27/2023
124144,328,,100g,6,3,05/27/2023,04/27/2023
124144,401,4.600,100g,6,3,05/27/2023,04/27/2023
124144,539,,100g,6,3,05/27/2023,04/27/2023
124144,601,15,100g,6,3,05/27/2023,04/27/2023
124144,605,0,100g,6,3,05/27/2023,04/27/2023
124144,606,3.820,100g,6,3,05/27/2023,04/27/2023
124145,203,13.700,100g,6,3,05/27/2023,04/27/2023
124145,204,5.340,100g,6,3,05/27/2023,04/27/2023
124145,205,19.100,100g,6,3,05/27/2023,04/27/2023
124145,207,,100g,6,3,05/27/2023,04/27/2023
124145,208,176,100g,6,3,05/27/2023,04/27/2023
124145,255,,100g,6,3,05/27/2023,04/27/2023
124145,269,3.820,100g,6,3,05/27/2023,04/27/2023
124145,291,3.800,100g,6,3,05/27/2023,04/27/2023
124145,301,153,100g,6,3,05/27/2023,04/27/2023
124145,303,2.060,100g,6,3,05/27/2023,04/27/2023
124145,306,,100g,6,3,05/27/2023,04/27/2023
124145,307,527,100g,6,3,05/27/2023,04/27/2023
124145,320,,100g,6,3,12/12/2024,04/27/2023
124145,328,,100g,6,3,05/27/2023,04/27/2023
124145,401,6.900,100g,6,3,05/27/2023,04/27/2023
124145,539,,100g,6,3,05/27/2023,04/27/2023
124145,601,23,100g,6,3,05/27/2023,04/27/2023
124145,605,0,100g,6,3,05/27/2023,04/27/2023
124145,606,2.670,100g,6,3,05/27/2023,04/27/2023
124146,203,17.400,100g,6,3,05/27/2023,04/27/2023
124146,204,11.200,100g,6,3,05/27/2023,04/27/2023
124146,205,17.400,100g,6,3,05/27/2023,04/27/2023
124146,207,,100g,6,3,05/27/2023,04/27/2023
124146,208,245,100g,6,3,05/27/2023,04/27/2023
124146,255,,100g,6,3,05/27/2023,04/27/2023
124146,269,2.040,100g,6,3,05/27/2023,04/27/2023
124146,291,1,100g,6,3,05/27/2023,04/27/2023
124146,301,204,100g,6,3,05/27/2023,04/27/2023
124146,303,0.730,100g,6,3,05/27/2023,04/27/2023
124146,306,,100g,6,3,05/27/2023,04/27/2023
124146,307,745,100g,6,3,05/27/2023,04/27/2023
124146,320,,100g,6,3,12/12/2024,04/27/2023
124146,328,,100g,6,3,05/27/2023,04/27/2023
124146,401,0,100g,6,3,05/27/2023,04/27/2023
124146,539,,100g,6,3,05/27/2023,04/27/2023
124146,601,41,100g,6,3,05/27/2023,04/27/2023
124146,605,0,100g,6,3,05/27/2023,04/27/2023
124146,606,5.100,100g,6,3,05/27/2023,04/27/2023
124147,203,14.900,100g,6,3,05/27/2023,05/16/2024
124147,204,14.000,100g,6,3,05/27/2023,05/16/2024
124147,205,33.900,100g,6,3,05/27/2023,05/16/2024
124147,207,,100g,6,3,05/27/2023,05/16/2024
124147,208,314.000,100g,6,3,05/27/2023,05/16/2024
124147,255,,100g,6,3,05/27/2023,05/16/2024
124147,269,10.800,100g,6,3,05/27/2023,05/16/2024
124147,291,0.800,100g,6,3,05/27/2023,05/16/2024
124147,301,203.000,100g,6,3,05/27/2023,05/16/2024
124147,303,1.650,100g,6,3,05/27/2023,05/16/2024
124147,306,341.000,100g,6,3,05/27/2023,05/16/2024
124147,307,711.000,100g,6,3,05/27/2023,05/16/2024
124147,320,,100g,6,3,12/12/2024,05/16/2024
124147,328,0.000,100g,6,3,05/27/2023,05/16/2024
124147,401,0,100g,6,3,05/27/2023,05/16/2024
124147,539,9.900,100g,6,3,05/27/2023,05/16/2024
124147,601,29.000,100g,6,3,05/27/2023,05/16/2024
124147,605,0,100g,6,3,05/27/2023,05/16/2024
124147,606,5.790,100g,6,3,05/27/2023,05/16/2024
124148,203,15.000,100g,6,3,05/27/2023,05/16/2024
124148,204,14.200,100g,6,3,05/27/2023,05/16/2024
124148,205,30.800,100g,6,3,05/27/2023,05/16/2024
124148,207,,100g,6,3,05/27/2023,05/16/2024
124148,208,300.000,100g,6,3,05/27/2023,05/16/2024
124148,255,,100g,6,3,05/27/2023,05/16/2024
124148,269,8.690,100g,6,3,05/27/2023,05/16/2024
124148,291,3.200,100g,6,3,05/27/2023,05/16/2024
124148,301,186.000,100g,6,3,05/27/2023,05/16/2024
124148,303,0.790,100g,6,3,05/27/2023,05/16/2024
124148,306,199.000,100g,6,3,05/27/2023,05/16/2024
124148,307,601.000,100g,6,3,05/27/2023,05/16/2024
124148,320,,100g,6,3,12/12/2024,05/16/2024
124148,328,0.000,100g,6,3,05/27/2023,05/16/2024
124148,401,,100g,6,3,05/27/2023,05/16/2024
124148,539,7.900,100g,6,3,05/27/2023,05/16/2024
124148,601,40.000,100g,6,3,05/27/2023,05/16/2024
124148,605,0,100g,6,3,05/27/2023,05/16/2024
124148,606,6.320,100g,6,3,05/27/2023,05/16/2024
124149,203,7.690,100g,6,3,05/27/2023,04/27/2023
124149,204,2.75,100g,6,3,05/27/2023,04/27/2023
124149,205,18.100,100g,6,3,05/27/2023,04/27/2023
124149,207,,100g,6,3,05/27/2023,04/27/2023
124149,208,132,100g,6,3,05/27/2023,04/27/2023
124149,255,,100g,6,3,05/27/2023,04/27/2023
124149,269,3.300,100g,6,3,05/27/2023,04/27/2023
124149,291,1.600,100g,6,3,05/27/2023,04/27/2023
124149,301,137,100g,6,3,05/27/2023,04/27/2023
124149,303,0.790,100g,6,3,05/27/2023,04/27/2023
124149,306,,100g,6,3,05/27/2023,04/27/2023
124149,307,319,100g,6,3,05/27/2023,04/27/2023
124149,320,,100g,6,3,12/12/2024,04/27/2023
124149,328,,100g,6,3,05/27/2023,04/27/2023
124149,401,8.200,100g,6,3,05/27/2023,04/27/2023
124149,539,,100g,6,3,05/27/2023,04/27/2023
124149,601,8,100g,6,3,05/27/2023,04/27/2023
124149,605,0,100g,6,3,05/27/2023,04/27/2023
124149,606,1.650,100g,6,3,05/27/2023,04/27/2023
124150,203,8.840,100g,6,3,05/27/2023,04/27/2023
124150,204,11.600,100g,6,3,05/27/2023,04/27/2023
124150,205,23.100,100g,6,3,05/27/2023,04/27/2023
124150,207,,100g,6,3,05/27/2023,04/27/2023
124150,208,245,100g,6,3,05/27/2023,04/27/2023
124150,255,,100g,6,3,05/27/2023,04/27/2023
124150,269,4.760,100g,6,3,05/27/2023,04/27/2023
124150,291,2.700,100g,6,3,05/27/2023,04/27/2023
124150,301,408,100g,6,3,05/27/2023,04/27/2023
124150,303,1.220,100g,6,3,05/27/2023,04/27/2023
124150,306,,100g,6,3,05/27/2023,04/27/2023
124150,307,510,100g,6,3,05/27/2023,04/27/2023
124150,320,,100g,6,3,12/12/2024,04/27/2023
124150,328,,100g,6,3,05/27/2023,04/27/2023
124150,401,4.100,100g,6,3,05/27/2023,04/27/2023
124150,539,,100g,6,3,05/27/2023,04/27/2023
124150,601,20,100g,6,3,05/27/2023,04/27/2023
124150,605,0,100g,6,3,05/27/2023,04/27/2023
124150,606,6.120,100g,6,3,05/27/2023,04/27/2023
124151,203,13.000,100g,6,3,05/27/2023,05/16/2024
124151,204,11.000,100g,6,3,05/27/2023,05/16/2024
124151,205,26.000,100g,6,3,05/27/2023,05/16/2024
124151,207,,100g,6,3,05/27/2023,05/16/2024
124151,208,253.000,100g,6,3,05/27/2023,05/16/2024
124151,255,,100g,6,3,05/27/2023,05/16/2024
124151,269,3.250,100g,6,3,05/27/2023,05/16/2024
124151,291,2.600,100g,6,3,05/27/2023,05/16/2024
124151,301,252.000,100g,6,3,05/27/2023,05/16/2024
124151,303,1.950,100g,6,3,05/27/2023,05/16/2024
124151,306,188.000,100g,6,3,05/27/2023,05/16/2024
124151,307,734.000,100g,6,3,05/27/2023,05/16/2024
124151,320,,100g,6,3,12/12/2024,05/16/2024
124151,328,4.000,100g,6,3,05/27/2023,05/16/2024
124151,401,,100g,6,3,05/27/2023,05/16/2024
124151,539,1.300,100g,6,3,05/27/2023,05/16/2024
124151,601,29.000,100g,6,3,05/27/2023,05/16/2024
124151,605,0,100g,6,3,05/27/2023,05/16/2024
124151,606,4.550,100g,6,3,05/27/2023,05/16/2024
124152,203,14.300,100g,6,3,05/27/2023,04/27/2023
124152,204,9.520,100g,6,3,05/27/2023,04/27/2023
124152,205,23,100g,6,3,05/27/2023,04/27/2023
124152,207,,100g,6,3,05/27/2023,04/27/2023
124152,208,230,100g,6,3,05/27/2023,04/27/2023
124152,255,,100g,6,3,05/27/2023,04/27/2023
124152,269,3.170,100g,6,3,05/27/2023,04/27/2023
124152,291,1.600,100g,6,3,05/27/2023,04/27/2023
124152,301,198,100g,6,3,05/27/2023,04/27/2023
124152,303,1.590,100g,6,3,05/27/2023,04/27/2023
124152,306,130,100g,6,3,05/27/2023,04/27/2023
124152,307,722,100g,6,3,05/27/2023,04/27/2023
124152,320,,100g,6,3,12/12/2024,04/27/2023
124152,328,,100g,6,3,05/27/2023,04/27/2023
124152,401,4.800,100g,6,3,05/27/2023,04/27/2023
124152,539,2.400,100g,6,3,05/27/2023,04/27/2023
124152,601,36,100g,6,3,05/27/2023,04/27/2023
124152,605,0,100g,6,3,05/27/2023,04/27/2023
124152,606,3.970,100g,6,3,05/27/2023,04/27/2023
124153,203,15.900,100g,6,3,05/27/2023,04/27/2023
124153,204,8.730,100g,6,3,05/27/2023,04/27/2023
124153,205,26.200,100g,6,3,05/27/2023,04/27/2023
124153,207,,100g,6,3,05/27/2023,04/27/2023
124153,208,254,100g,6,3,05/27/2023,04/27/2023
124153,255,,100g,6,3,05/27/2023,04/27/2023
124153,269,4.760,100g,6,3,05/27/2023,04/27/2023
124153,291,2.400,100g,6,3,05/27/2023,04/27/2023
124153,301,159,100g,6,3,05/27/2023,04/27/2023
124153,303,2.140,100g,6,3,05/27/2023,04/27/2023
124153,306,,100g,6,3,05/27/2023,04/27/2023
124153,307,571,100g,6,3,05/27/2023,04/27/2023
124153,320,,100g,6,3,12/12/2024,04/27/2023
124153,328,,100g,6,3,05/27/2023,04/27/2023
124153,401,0,100g,6,3,05/27/2023,04/27/2023
124153,539,,100g,6,3,05/27/2023,04/27/2023
124153,601,32,100g,6,3,05/27/2023,04/27/2023
124153,605,0,100g,6,3,05/27/2023,04/27/2023
124153,606,2.780,100g,6,3,05/27/2023,04/27/2023
124154,203,10.800,100g,6,3,05/27/2023,04/27/2023
124154,204,2.450,100g,6,3,05/27/2023,04/27/2023
124154,205,24.5,100g,6,3,05/27/2023,04/27/2023
124154,207,,100g,6,3,05/27/2023,04/27/2023
124154,208,166,100g,6,3,05/27/2023,04/27/2023
124154,255,,100g,6,3,05/27/2023,04/27/2023
124154,269,3.910,100g,6,3,05/27/2023,04/27/2023
124154,291,2,100g,6,3,05/27/2023,04/27/2023
124154,301,137,100g,6,3,05/27/2023,04/27/2023
124154,303,1.080,100g,6,3,05/27/2023,04/27/2023
124154,306,176,100g,6,3,05/27/2023,04/27/2023
124154,307,176,100g,6,3,05/27/2023,04/27/2023
124154,320,,100g,6,3,12/12/2024,04/27/2023
124154,328,,100g,6,3,05/27/2023,04/27/2023
124154,401,,100g,6,3,05/27/2023,04/27/2023
124154,539,0,100g,6,3,05/27/2023,04/27/2023
124154,601,5,100g,6,3,05/27/2023,04/27/2023
124154,605,0,100g,6,3,05/27/2023,04/27/2023
124154,606,1.470,100g,6,3,05/27/2023,04/27/2023
124155,203,11.5,100g,6,3,05/27/2023,04/27/2023
124155,204,3.850,100g,6,3,05/27/2023,04/27/2023
124155,205,6.920,100g,6,3,05/27/2023,04/27/2023
124155,207,,100g,6,3,05/27/2023,04/27/2023
124155,208,177,100g,6,3,05/27/2023,04/27/2023
124155,255,,100g,6,3,05/27/2023,04/27/2023
124155,269,2.310,100g,6,3,05/27/2023,04/27/2023
124155,291,0.800,100g,6,3,05/27/2023,04/27/2023
124155,301,108,100g,6,3,05/27/2023,04/27/2023
124155,303,0,100g,6,3,05/27/2023,04/27/2023
124155,306,8,100g,6,3,05/27/2023,04/27/2023
124155,307,185,100g,6,3,05/27/2023,04/27/2023
124155,320,,100g,6,3,12/12/2024,04/27/2023
124155,328,,100g,6,3,05/27/2023,04/27/2023
124155,401,,100g,6,3,05/27/2023,04/27/2023
124155,539,0,100g,6,3,05/27/2023,04/27/2023
124155,601,19,100g,6,3,05/27/2023,04/27/2023
124155,605,0,100g,6,3,05/27/2023,04/27/2023
124155,606,2.310,100g,6,3,05/27/2023,04/27/2023
124156,203,13.800,100g,6,3,05/27/2023,04/27/2023
124156,204,7.310,100g,6,3,05/27/2023,04/27/2023
124156,205,20.300,100g,6,3,05/27/2023,04/27/2023
124156,207,,100g,6,3,05/27/2023,04/27/2023
124156,208,203,100g,6,3,05/27/2023,04/27/2023
124156,255,,100g,6,3,05/27/2023,04/27/2023
124156,269,0,100g,6,3,05/27/2023,04/27/2023
124156,291,1.600,100g,6,3,05/27/2023,04/27/2023
124156,301,162,100g,6,3,05/27/2023,04/27/2023
124156,303,1.170,100g,6,3,05/27/2023,04/27/2023
124156,306,,100g,6,3,05/27/2023,04/27/2023
124156,307,357,100g,6,3,05/27/2023,04/27/2023
124156,320,,100g,6,3,12/12/2024,04/27/2023
124156,328,,100g,6,3,05/27/2023,04/27/2023
124156,401,4.900,100g,6,3,05/27/2023,04/27/2023
124156,539,,100g,6,3,05/27/2023,04/27/2023
124156,601,45,100g,6,3,05/27/2023,04/27/2023
124156,605,0,100g,6,3,05/27/2023,04/27/2023
124156,606,3.650,100g,6,3,05/27/2023,04/27/2023
124157,203,9.970,100g,6,3,05/27/2023,04/27/2023
124157,204,2.490,100g,6,3,05/27/2023,04/27/2023
124157,205,23.300,100g,6,3,05/27/2023,04/27/2023
124157,207,,100g,6,3,05/27/2023,04/27/2023
124157,208,158,100g,6,3,05/27/2023,04/27/2023
124157,255,,100g,6,3,05/27/2023,04/27/2023
124157,269,3.320,100g,6,3,05/27/2023,04/27/2023
124157,291,1.700,100g,6,3,05/27/2023,04/27/2023
124157,301,166,100g,6,3,05/27/2023,04/27/2023
124157,303,0.900,100g,6,3,05/27/2023,04/27/2023
124157,306,,100g,6,3,05/27/2023,04/27/2023
124157,307,307,100g,6,3,05/27/2023,04/27/2023
124157,320,,100g,6,3,12/12/2024,04/27/2023
124157,328,,100g,6,3,05/27/2023,04/27/2023
124157,401,15,100g,6,3,05/27/2023,04/27/2023
124157,539,,100g,6,3,05/27/2023,04/27/2023
124157,601,8,100g,6,3,05/27/2023,04/27/2023
124157,605,0,100g,6,3,05/27/2023,04/27/2023
124157,606,1.25,100g,6,3,05/27/2023,04/27/2023
124158,203,16.000,100g,6,3,05/27/2023,10/31/2024
124158,204,7.220,100g,6,3,05/27/2023,10/31/2024
124158,205,22.500,100g,6,3,05/27/2023,10/31/2024
124158,207,,100g,6,3,05/27/2023,10/31/2024
124158,208,217.000,100g,6,3,05/27/2023,10/31/2024
124158,255,,100g,6,3,05/27/2023,10/31/2024
124158,269,3.210,100g,6,3,05/27/2023,10/31/2024
124158,291,1.600,100g,6,3,05/27/2023,10/31/2024
124158,301,194.000,100g,6,3,05/27/2023,10/31/2024
124158,303,1.610,100g,6,3,05/27/2023,10/31/2024
124158,306,248.000,100g,6,3,05/27/2023,10/31/2024
124158,307,634.000,100g,6,3,05/27/2023,10/31/2024
124158,320,29.000,100g,6,3,05/27/2023,10/31/2024
124158,328,0.000,100g,6,3,05/27/2023,10/31/2024
124158,401,0,100g,6,3,05/27/2023,10/31/2024
124158,539,2.400,100g,6,3,05/27/2023,10/31/2024
124158,601,28.000,100g,6,3,05/27/2023,10/31/2024
124158,605,0,100g,6,3,05/27/2023,10/31/2024
124158,606,3.210,100g,6,3,05/27/2023,10/31/2024
124159,203,15.400,100g,6,3,05/27/2023,04/27/2023
124159,204,8.070,100g,6,3,05/27/2023,04/27/2023
124159,205,24.900,100g,6,3,05/27/2023,04/27/2023
124159,207,,100g,6,3,05/27/2023,04/27/2023
124159,208,227,100g,6,3,05/27/2023,04/27/2023
124159,255,,100g,6,3,05/27/2023,04/27/2023
124159,269,3.670,100g,6,3,05/27/2023,04/27/2023
124159,291,0,100g,6,3,05/27/2023,04/27/2023
124159,301,224,100g,6,3,05/27/2023,04/27/2023
124159,303,1.470,100g,6,3,05/27/2023,04/27/2023
124159,306,179,100g,6,3,05/27/2023,04/27/2023
124159,307,667,100g,6,3,05/27/2023,04/27/2023
124159,320,,100g,6,3,12/12/2024,04/27/2023
124159,328,,100g,6,3,05/27/2023,04/27/2023
124159,401,,100g,6,3,05/27/2023,04/27/2023
124159,539,3.700,100g,6,3,05/27/2023,04/27/2023
124159,601,29,100g,6,3,05/27/2023,04/27/2023
124159,605,0,100g,6,3,05/27/2023,04/27/2023
124159,606,2.930,100g,6,3,05/27/2023,04/27/2023
124160,203,16.100,100g,6,3,05/27/2023,04/27/2023
124160,204,10.700,100g,6,3,05/27/2023,04/27/2023
124160,205,26.800,100g,6,3,05/27/2023,04/27/2023
124160,207,,100g,6,3,05/27/2023,04/27/2023
124160,208,268,100g,6,3,05/27/2023,04/27/2023
124160,255,,100g,6,3,05/27/2023,04/27/2023
124160,269,1.790,100g,6,3,05/27/2023,04/27/2023
124160,291,0,100g,6,3,05/27/2023,04/27/2023
124160,301,254,100g,6,3,05/27/2023,04/27/2023
124160,303,1.790,100g,6,3,05/27/2023,04/27/2023
124160,306,121,100g,6,3,05/27/2023,04/27/2023
124160,307,393,100g,6,3,05/27/2023,04/27/2023
124160,320,,100g,6,3,12/12/2024,04/27/2023
124160,328,,100g,6,3,05/27/2023,04/27/2023
124160,401,0,100g,6,3,05/27/2023,04/27/2023
124160,539,1.800,100g,6,3,05/27/2023,04/27/2023
124160,601,18,100g,6,3,05/27/2023,04/27/2023
124160,605,0,100g,6,3,05/27/2023,04/27/2023
124160,606,5.360,100g,6,3,05/27/2023,04/27/2023
124161,203,12.700,100g,6,3,05/27/2023,04/27/2023
124161,204,9.220,100g,6,3,05/27/2023,04/27/2023
124161,205,31.100,100g,6,3,05/27/2023,04/27/2023
124161,207,,100g,6,3,05/27/2023,04/27/2023
124161,208,265,100g,6,3,05/27/2023,04/27/2023
124161,255,,100g,6,3,05/27/2023,04/27/2023
124161,269,2.300,100g,6,3,05/27/2023,04/27/2023
124161,291,0,100g,6,3,05/27/2023,04/27/2023
124161,301,230,100g,6,3,05/27/2023,04/27/2023
124161,303,2.070,100g,6,3,05/27/2023,04/27/2023
124161,306,,100g,6,3,05/27/2023,04/27/2023
124161,307,380,100g,6,3,05/27/2023,04/27/2023
124161,320,,100g,6,3,12/12/2024,04/27/2023
124161,328,,100g,6,3,05/27/2023,04/27/2023
124161,401,0,100g,6,3,05/27/2023,04/27/2023
124161,539,,100g,6,3,05/27/2023,04/27/2023
124161,601,17,100g,6,3,05/27/2023,04/27/2023
124161,605,0,100g,6,3,05/27/2023,04/27/2023
124161,606,4.610,100g,6,3,05/27/2023,04/27/2023
124162,203,14.800,100g,6,3,05/27/2023,08/31/2023
124162,204,6.990,100g,6,3,05/27/2023,08/31/2023
124162,205,21.700,100g,6,3,05/27/2023,08/31/2023
124162,207,,100g,6,3,05/27/2023,08/31/2023
124162,208,194,100g,6,3,05/27/2023,08/31/2023
124162,255,,100g,6,3,05/27/2023,08/31/2023
124162,269,4.660,100g,6,3,05/27/2023,08/31/2023
124162,291,1.600,100g,6,3,05/27/2023,08/31/2023
124162,301,194,100g,6,3,05/27/2023,08/31/2023
124162,303,1.400,100g,6,3,05/27/2023,08/31/2023
124162,306,,100g,6,3,05/27/2023,08/31/2023
124162,307,365,100g,6,3,05/27/2023,08/31/2023
124162,320,,100g,6,3,12/12/2024,08/31/2023
124162,328,,100g,6,3,05/27/2023,08/31/2023
124162,401,0,100g,6,3,05/27/2023,08/31/2023
124162,539,,100g,6,3,05/27/2023,08/31/2023
124162,601,27,100g,6,3,05/27/2023,08/31/2023
124162,605,0,100g,6,3,05/27/2023,08/31/2023
124162,606,2.720,100g,6,3,05/27/2023,08/31/2023
124163,203,15.5,100g,6,3,05/27/2023,04/27/2023
124163,204,9.320,100g,6,3,05/27/2023,04/27/2023
124163,205,23.300,100g,6,3,05/27/2023,04/27/2023
124163,207,,100g,6,3,05/27/2023,04/27/2023
124163,208,241,100g,6,3,05/27/2023,04/27/2023
124163,255,,100g,6,3,05/27/2023,04/27/2023
124163,269,3.880,100g,6,3,05/27/2023,04/27/2023
124163,291,2.300,100g,6,3,05/27/2023,04/27/2023
124163,301,155,100g,6,3,05/27/2023,04/27/2023
124163,303,2.100,100g,6,3,05/27/2023,04/27/2023
124163,306,,100g,6,3,05/27/2023,04/27/2023
124163,307,629,100g,6,3,05/27/2023,04/27/2023
124163,320,,100g,6,3,12/12/2024,04/27/2023
124163,328,,100g,6,3,05/27/2023,04/27/2023
124163,401,0,100g,6,3,05/27/2023,04/27/2023
124163,539,,100g,6,3,05/27/2023,04/27/2023
124163,601,31,100g,6,3,05/27/2023,04/27/2023
124163,605,0,100g,6,3,05/27/2023,04/27/2023
124163,606,4.660,100g,6,3,05/27/2023,04/27/2023
124164,203,15.600,100g,6,3,05/27/2023,04/27/2023
124164,204,11.300,100g,6,3,05/27/2023,04/27/2023
124164,205,26.900,100g,6,3,05/27/2023,04/27/2023
124164,207,,100g,6,3,05/27/2023,04/27/2023
124164,208,269,100g,6,3,05/27/2023,04/27/2023
124164,255,,100g,6,3,05/27/2023,04/27/2023
124164,269,4.25,100g,6,3,05/27/2023,04/27/2023
124164,291,2.800,100g,6,3,05/27/2023,04/27/2023
124164,301,169,100g,6,3,05/27/2023,04/27/2023
124164,303,1.420,100g,6,3,05/27/2023,04/27/2023
124164,306,316,100g,6,3,05/27/2023,04/27/2023
124164,307,624,100g,6,3,05/27/2023,04/27/2023
124164,320,,100g,6,3,12/12/2024,04/27/2023
124164,328,,100g,6,3,05/27/2023,04/27/2023
124164,401,,100g,6,3,05/27/2023,04/27/2023
124164,539,1.400,100g,6,3,05/27/2023,04/27/2023
124164,601,28,100g,6,3,05/27/2023,04/27/2023
124164,605,0,100g,6,3,05/27/2023,04/27/2023
124164,606,4.960,100g,6,3,05/27/2023,04/27/2023
124165,203,17,100g,6,3,05/27/2023,04/27/2023
124165,204,8.930,100g,6,3,05/27/2023,04/27/2023
124165,205,24.400,100g,6,3,05/27/2023,04/27/2023
124165,207,,100g,6,3,05/27/2023,04/27/2023
124165,208,244,100g,6,3,05/27/2023,04/27/2023
124165,255,,100g,6,3,05/27/2023,04/27/2023
