Cn code,Sequence num,Amount,Measure description,Unit amount,Type of unit,Source code,Date added,Last modified
123525,1,1.0,SandwichThin,57.00,g,3,05/27/2023,11/16/2023
123526,1,1.0,Crumble,96.00,g,3,05/27/2023,01/26/2023
123527,1,1.0,Cookie,34.00,g,3,05/27/2023,11/16/2023
123528,1,1.0,Muffin,85.00,g,3,05/27/2023,01/26/2023
123529,1,1.0,Cookie,34.00,g,3,05/27/2023,01/26/2023
123531,1,1.5,cups,140.00,g,3,05/27/2023,10/26/2023
123532,1,1.0,Muffin,85.00,g,3,05/27/2023,01/26/2023
123533,1,1.0,Calzone,142.00,g,3,05/27/2023,06/29/2023
123534,1,1.0,Cookie,28.00,g,3,05/27/2023,11/16/2023
123538,1,4.5,oz cup,128.00,g,3,05/27/2023,10/26/2023
123543,1,4.5,oz cup,128.00,g,3,05/27/2023,10/26/2023
123546,1,4.5,oz cup,128.00,g,3,05/27/2023,06/29/2023
123551,1,1.0,Bar,62.00,g,3,05/27/2023,02/16/2023
123552,1,1.0,Bar,62.00,g,3,05/27/2023,02/16/2023
123554,1,1.0,EA,106.00,g,3,05/27/2023,02/16/2023
123555,1,1.0,oz. bag,28.00,g,3,05/27/2023,08/15/2024
123556,1,4.5,oz. cup,128.00,g,3,05/27/2023,08/15/2024
123559,1,1.0,bowl,28.00,g,3,05/27/2023,11/14/2024
123561,1,1.0,Cookie,43.00,g,3,05/27/2023,06/29/2023
123568,1,1.0,Biscuit,60.00,g,3,05/27/2023,10/26/2023
123579,1,1.0,Amount per serving,17.50,g,3,05/27/2023,10/26/2023
123584,1,1.0,MUFFIN,113.00,g,3,05/27/2023,02/01/2024
123585,1,1.0,MUFFIN,113.00,g,3,05/27/2023,02/01/2024
123586,1,1.0,MUFFIN,113.00,g,3,05/27/2023,06/29/2023
123592,1,1.0,Amount per serving,30.00,g,3,05/27/2023,10/26/2023
123601,1,0.25,CUP,63.00,g,3,05/27/2023,11/16/2023
123608,1,1.0,serving,170.09,g,3,05/27/2023,11/16/2023
123609,1,1.0,OZ,28.35,g,3,05/27/2023,08/31/2023
123610,1,2.0,TABLESPOON,28.35,g,3,05/27/2023,11/16/2023
123611,1,2.0,TABLESPOONS,28.35,g,3,05/27/2023,11/16/2023
123612,1,2.0,TABLESPOON,28.35,g,3,05/27/2023,11/16/2023
123613,1,2.0,TABLESPOONS,28.35,g,3,05/27/2023,11/16/2023
123614,1,2.0,TABLESPOONS,28.35,g,3,05/27/2023,11/16/2023
123626,1,1.0,Amount per serving,163.00,g,3,05/27/2023,03/16/2023
123631,1,1.0,Amount per serving,120.00,ml,3,05/27/2023,10/26/2023
123632,1,1.0,Amount per serving,120.00,ml,3,05/27/2023,03/16/2023
123633,1,1.0,Amount per serving,120.00,ml,3,05/27/2023,03/16/2023
123645,1,2.0,slices,28.00,g,3,05/27/2023,03/16/2023
123677,1,1.0,Calzone,155.00,g,3,05/27/2023,03/16/2023
123678,1,1.0,Piece,102.00,g,3,05/27/2023,06/29/2023
123686,1,32.0,grams,32.00,g,3,05/27/2023,06/29/2023
123687,1,1.0,MUFFIN,113.00,g,3,05/27/2023,02/01/2024
123688,1,1.0,MUFFIN,113.00,g,3,05/27/2023,02/01/2024
123689,1,1.0,MUFFIN,113.00,g,3,05/27/2023,06/29/2023
123690,1,1.0,MUFFIN,113.00,g,3,05/27/2023,02/01/2024
123691,1,1.0,Egg Patty,23.00,g,3,05/27/2023,07/11/2024
123692,1,1.0,oz.,28.00,g,3,05/27/2023,10/31/2024
123693,1,100.0,Grams,100.00,g,3,05/27/2023,07/11/2024
123694,1,1.0,Roll,43.00,g,3,05/27/2023,12/19/2024
123695,1,1.0,Roll,57.00,g,3,05/27/2023,12/19/2024
123696,1,1.0,Roll,28.00,g,3,05/27/2023,12/19/2024
123697,1,1.0,Roll,43.00,g,3,05/27/2023,12/19/2024
123698,1,1.0,Roll,35.00,g,3,05/27/2023,12/19/2024
123699,1,2.0,Breadsticks,57.00,g,3,05/27/2023,12/19/2024
123700,1,2.0,Rolls,57.00,g,3,05/27/2023,12/19/2024
123701,1,1.0,Biscuit,64.00,g,3,05/27/2023,11/14/2024
123702,1,2.0,Rolls,57.00,g,3,05/27/2023,12/19/2024
123703,1,1.0,Biscuit,57.00,g,3,05/27/2023,12/19/2024
123704,1,1.0,Biscuit,35.00,g,3,05/27/2023,12/19/2024
123705,1,1.0,Biscuit,31.00,g,3,05/27/2023,11/14/2024
123706,1,1.0,Roll,68.00,g,3,05/27/2023,12/19/2024
123707,1,1.0,Biscuit,64.00,g,3,05/27/2023,12/19/2024
123708,1,1.0,Biscuit,64.00,g,3,05/27/2023,12/19/2024
123709,1,1.0,Biscuit,71.00,g,3,05/27/2023,12/19/2024
123710,1,1.0,Biscuit,71.00,g,3,05/27/2023,12/19/2024
123711,1,1.0,Biscuit,71.00,g,3,05/27/2023,12/19/2024
123712,1,2.0,Breadsticks,57.00,g,3,05/27/2023,12/19/2024
123713,1,2.0,Rolls,57.00,g,3,05/27/2023,12/19/2024
123714,1,1.0,Roll,57.00,g,3,05/27/2023,11/14/2024
123715,1,1.0,Biscuit,64.00,g,3,05/27/2023,12/19/2024
123716,1,1.0,Breadstick,28.00,g,3,05/27/2023,12/19/2024
123717,1,1.0,Roll,71.00,g,3,05/27/2023,12/19/2024
123718,1,1.0,Biscuit,35.00,g,3,05/27/2023,12/19/2024
123719,1,1.0,Roll,57.00,g,3,05/27/2023,12/19/2024
123720,1,3.95,oz.,111.98,g,3,05/27/2023,08/15/2024
123721,1,1.0,serving,89.87,g,3,05/27/2023,10/31/2024
123722,1,5.83,oz,137.21,g,3,05/27/2023,11/14/2024
123723,1,5.0,oz.,141.75,g,3,05/27/2023,08/15/2024
123724,1,3.44,oz.,97.52,g,3,05/27/2023,10/31/2024
123725,1,1.0,Amount/serving,120.00,ml,3,05/27/2023,07/11/2024
123726,1,1.0,Amount per serving,354.00,ml,3,05/27/2023,03/16/2023
123727,1,1.0,Amount per serving,340.00,ml,3,05/27/2023,03/16/2023
123728,1,1.0,Amount per serving,120.00,ml,3,05/27/2023,07/11/2024
123729,1,1.0,Amount per serving,120.00,ml,3,05/27/2023,07/11/2024
123730,1,1.0,Amount per serving,252.00,g,3,05/27/2023,03/16/2023
123731,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123732,1,2.0,slices,28.00,g,3,05/27/2023,07/11/2024
123733,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123734,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123735,1,2.0,slices,28.00,g,3,05/27/2023,07/11/2024
123736,1,2.0,slices,28.00,g,3,05/27/2023,07/11/2024
123737,1,6.0,slices,28.00,g,3,05/27/2023,08/15/2024
123738,1,1.0,slice,19.00,g,3,05/27/2023,07/11/2024
123739,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123740,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123741,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123742,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123743,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123744,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123745,1,2.0,slices,28.00,g,3,05/27/2023,08/15/2024
123746,1,28.0,g,28.00,g,3,05/27/2023,08/15/2024
123747,1,28.0,g,28.00,g,3,05/27/2023,03/16/2023
123748,1,28.0,g,28.00,g,3,05/27/2023,03/16/2023
123749,1,28.0,g,28.00,g,3,05/27/2023,08/15/2024
123750,1,28.0,g,28.00,g,3,05/27/2023,08/15/2024
123751,1,28.0,g,28.00,g,3,05/27/2023,08/15/2024
123752,1,28.0,g,28.00,g,3,05/27/2023,08/15/2024
123753,1,28.0,g,28.00,g,3,05/27/2023,08/15/2024
123754,1,12.3,OZ,348.00,g,3,05/27/2023,10/26/2023
123755,1,1.0,Amount per serving,17.50,g,3,05/27/2023,10/26/2023
123756,1,3.95,oz.,111.98,g,3,05/27/2023,08/15/2024
123757,1,1.0,serving,137.21,g,3,05/27/2023,08/15/2024
123758,1,2.5,oz,70.87,g,3,05/27/2023,08/15/2024
123759,1,4.5,oz. cup,128.00,g,3,05/27/2023,07/11/2024
123760,1,2.27,oz,65.00,g,3,05/27/2023,12/19/2024
123761,1,1.33,oz,37.00,g,3,05/27/2023,12/19/2024
123762,1,1.45,oz,41.00,g,3,05/27/2023,08/15/2024
123763,1,1.45,oz,41.00,g,3,05/27/2023,08/15/2024
123764,1,2.2,oz.bar,62.00,g,3,05/27/2023,07/11/2024
123765,1,2.2,oz. bar,62.00,g,3,05/27/2023,07/11/2024
123766,1,2.2,oz. bar,62.00,g,3,05/27/2023,08/15/2024
123767,1,2.2,oz. bar,62.00,g,3,05/27/2023,12/19/2024
123768,1,1.3,oz. bar,36.00,g,3,05/27/2023,08/15/2024
123770,1,1.3,oz. bar,36.00,g,3,05/27/2023,08/15/2024
123771,1,1.3,oz. bar,36.00,g,3,05/27/2023,07/11/2024
123772,1,1.3,oz. bar,36.00,g,3,05/27/2023,08/15/2024
123773,1,1.3,oz. bar,36.00,g,3,05/27/2023,07/11/2024
123774,1,1.45,oz,41.00,g,3,05/27/2023,12/19/2024
123775,1,1.0,Amount per serving,38.00,g,3,05/27/2023,07/11/2024
123779,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123782,1,0.5,cup,130.00,g,3,05/27/2023,05/16/2024
123783,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123784,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123785,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123788,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123789,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123790,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123791,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123792,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123793,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123794,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123795,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123797,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123798,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123799,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123801,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123802,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123804,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123805,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123807,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123808,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123809,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123810,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123811,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123813,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123814,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123819,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123820,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123821,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123823,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123824,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123825,1,0.5,cup,130.00,g,3,05/27/2023,05/16/2024
123826,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123827,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123830,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123831,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123832,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123833,1,1.0,frozen juice cup,132.00,ml,3,05/27/2023,03/23/2023
123835,1,0.5,cup,130.00,g,3,05/27/2023,12/19/2024
123836,1,1.0,cup,235.00,g,3,05/27/2023,01/23/2025
123837,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123838,1,1.0,cup,235.00,g,3,05/27/2023,01/23/2025
123839,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123840,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123841,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123842,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123843,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123845,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123847,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123850,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123855,1,0.5,cup,130.00,g,3,05/27/2023,12/19/2024
123856,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123857,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123858,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123859,1,4.0,Piece,67.00,g,3,05/27/2023,09/13/2024
123861,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123863,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123864,1,0.5,cup,130.00,g,3,05/27/2023,05/16/2024
123865,1,0.5,cup,130.00,g,3,05/27/2023,05/16/2024
123866,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123869,1,1.0,Bag,32.90,g,3,05/27/2023,12/19/2024
123871,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123872,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123873,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123876,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123877,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123878,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123879,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123880,1,0.5,cup,130.00,g,3,05/27/2023,05/16/2024
123882,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123883,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123886,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123887,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123889,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123890,1,1.0,cup,235.00,g,3,05/27/2023,01/23/2025
123891,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123892,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123893,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123896,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123897,1,0.5,cup,130.00,g,3,05/27/2023,12/19/2024
123898,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123899,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123900,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123902,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123903,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123904,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123905,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123907,1,0.5,cup,130.00,g,3,05/27/2023,05/16/2024
123908,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123909,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123910,1,0.5,cup,130.00,g,3,05/27/2023,10/26/2023
123911,1,100.0,gram,100.00,g,3,05/27/2023,09/13/2024
123912,1,0.5,cup,130.00,g,3,05/27/2023,05/16/2024
123913,1,0.5,cup,130.00,g,3,05/27/2023,05/16/2024
123914,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123915,1,1.0,cup,235.00,g,3,05/27/2023,01/23/2025
123916,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123917,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123918,1,0.5,Cup,126.00,g,3,05/27/2023,12/19/2024
123919,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123920,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123921,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123922,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123923,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123924,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123925,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123928,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123929,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123930,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123931,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123932,1,0.5,Cup,130.00,g,3,05/27/2023,01/23/2025
123933,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123935,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123936,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123939,1,0.5,Cup,130.00,g,3,05/27/2023,01/23/2025
123940,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123941,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123944,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123945,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123946,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123947,1,0.5,cup,130.00,g,3,05/27/2023,01/23/2025
123949,1,3.44,oz.,97.52,g,3,05/27/2023,08/15/2024
123961,1,53.0,fries,28.00,g,3,05/27/2023,04/27/2023
123962,1,1.0,PACKAGE,22.40,g,3,05/27/2023,04/27/2023
123963,1,1.0,PACKAGE,28.00,g,3,05/27/2023,04/27/2023
123964,1,1.0,Package,14.00,g,3,05/27/2023,04/27/2023
123966,1,1.0,PACKAGE,56.00,g,3,05/27/2023,04/27/2023
123967,1,1.0,EA,106.00,g,3,05/27/2023,04/27/2023
123968,1,1.0,EA,106.00,g,3,05/27/2023,04/27/2023
123969,1,1.0,EA,106.00,g,3,05/27/2023,04/27/2023
123970,1,1.0,EA,106.00,g,3,05/27/2023,04/27/2023
123971,1,0.5,cup,130.00,g,3,05/27/2023,04/27/2023
123972,1,0.5,cup,130.00,g,3,05/27/2023,04/27/2023
123973,1,0.5,cup,120.00,g,3,05/27/2023,04/27/2023
123974,1,0.5,cup,130.00,g,3,05/27/2023,04/27/2023
123975,1,0.5,cup,130.00,g,3,05/27/2023,04/27/2023
123976,1,0.5,cup,120.00,g,3,05/27/2023,04/27/2023
123977,1,0.5,cup,130.00,g,3,05/27/2023,04/27/2023
123978,1,0.5,cup,130.00,g,3,05/27/2023,04/27/2023
123979,1,0.5,cup,130.00,g,3,05/27/2023,04/27/2023
123980,1,0.5,cup,130.00,g,3,05/27/2023,04/27/2023
123985,1,1.0,Roll,28.00,g,3,05/27/2023,04/27/2023
123990,1,32.0,g,32.00,g,3,05/27/2023,06/29/2023
123991,1,27.0,Grams,27.00,g,3,05/27/2023,08/31/2023
123992,1,27.0,Grams,27.00,g,3,05/27/2023,11/16/2023
123993,1,27.0,Grams,27.00,g,3,05/27/2023,11/16/2023
123994,1,1.0,COOKIE DOUGH PIECE,52.00,g,3,05/27/2023,08/15/2024
123995,1,1.0,COOKIE DOUGH PIECE,52.00,g,3,05/27/2023,08/15/2024
123996,1,1.0,COOKIE DOUGH PIECE,52.00,g,3,05/27/2023,05/16/2024
123997,1,1.0,COOKIE DOUGH PIECE,52.00,g,3,05/27/2023,06/29/2023
123998,1,1.0,COOKIE DOUGH PIECE,28.00,g,3,05/27/2023,08/15/2024
124006,1,1.25,oz.,35.00,g,3,05/27/2023,11/14/2024
124007,1,1.0,Biscuit,64.00,g,3,05/27/2023,11/14/2024
124008,1,1.0,Roll,43.00,g,3,05/27/2023,12/19/2024
124009,1,1.0,Biscuit,71.00,g,3,05/27/2023,12/19/2024
124010,1,1.0,Biscuit,71.00,g,3,05/27/2023,12/19/2024
124011,1,1.0,Biscuit,64.00,g,3,05/27/2023,12/19/2024
124012,1,6.1,ounces,173.00,g,3,05/27/2023,08/31/2023
124013,1,4.5,ounces,128.00,g,3,05/27/2023,04/27/2023
124014,1,1.0,cup,128.00,g,3,05/27/2023,04/27/2023
124015,1,1.0,cup,128.00,g,3,05/27/2023,04/27/2023
124016,1,1.0,cup,128.00,g,3,05/27/2023,04/27/2023
124017,1,1.0,cup,128.00,g,3,05/27/2023,04/27/2023
124018,1,1.0,package,57.00,g,3,05/27/2023,11/16/2023
124019,1,0.5,Cup,121.00,g,3,05/27/2023,11/14/2024
124020,1,3.0,oz. cup,85.00,g,3,05/27/2023,12/19/2024
124021,1,3.0,oz. cup,85.00,g,3,05/27/2023,12/19/2024
124022,1,1.0,bag (1oz),28.00,g,3,05/27/2023,08/15/2024
124023,1,1.33,oz,37.00,g,3,05/27/2023,04/27/2023
124024,1,1.2,oz bag,35.00,g,3,05/27/2023,07/11/2024
124025,1,1.2,oz package,34.00,g,3,05/27/2023,07/11/2024
124026,1,1.33,oz,37.00,g,3,05/27/2023,12/19/2024
124027,1,2.2,oz. bar,62.00,g,3,05/27/2023,08/15/2024
124028,1,1.8,oz. bar,51.00,g,3,05/27/2023,08/15/2024
124029,1,1.0,oz bag,28.00,g,3,05/27/2023,08/15/2024
124030,1,1.0,COOKIE,37.24,g,3,05/27/2023,06/29/2023
124032,1,1.0,package,28.30,g,3,05/27/2023,11/16/2023
124033,1,13.0,chips,28.00,g,3,05/27/2023,12/21/2023
124037,1,1.0,Packet,48.00,g,3,05/27/2023,10/26/2023
124038,1,1.0,Package,50.00,g,3,05/27/2023,12/21/2023
124039,1,1.0,Packet,43.00,g,3,05/27/2023,12/21/2023
124040,1,1.0,Package,51.00,g,3,05/27/2023,11/16/2023
124041,1,0.5,cup,130.00,g,3,05/27/2023,04/27/2023
124042,1,1.0,Can,162.00,ml,3,05/27/2023,06/29/2023
124043,1,26.0,grams (approximately 0.9 oz),25.20,g,3,05/27/2023,04/27/2023
124044,1,1.0,bag,25.20,g,3,05/27/2023,04/27/2023
124045,1,26.0,grams (approximately 0.9 oz),25.20,g,3,05/27/2023,04/27/2023
124046,1,1.0,Bar,33.60,g,3,05/27/2023,04/27/2023
124047,1,1.0,Pack,28.00,g,3,05/27/2023,04/27/2023
124048,1,1.0,Pack,28.00,g,3,05/27/2023,04/27/2023
124049,1,1.0,Pack,51.80,g,3,05/27/2023,04/27/2023
124050,1,1.0,Pack,28.00,g,3,05/27/2023,04/27/2023
124051,1,1.0,Pack,51.80,g,3,05/27/2023,04/27/2023
124052,1,1.0,Pack,28.00,g,3,05/27/2023,04/27/2023
124053,1,1.0,Cookie,39.20,g,3,05/27/2023,04/27/2023
124054,1,1.0,Cookie,39.20,g,3,05/27/2023,04/27/2023
124055,1,1.0,Bar,67.20,g,3,05/27/2023,04/27/2023
124056,1,1.0,Bar,67.20,g,3,05/27/2023,04/27/2023
124057,1,1.0,Bar,67.20,g,3,05/27/2023,04/27/2023
124058,1,1.0,Pack,25.20,g,3,05/27/2023,04/27/2023
124059,1,1.0,Pack,25.20,g,3,05/27/2023,04/27/2023
124060,1,1.0,Pack,28.00,g,3,05/27/2023,04/27/2023
124061,1,1.0,Pack,51.80,g,3,05/27/2023,06/29/2023
124062,1,1.0,OZ,28.00,g,3,05/27/2023,04/27/2023
124063,1,1.0,Pack,28.00,g,3,05/27/2023,04/27/2023
124064,1,1.0,Pack,51.80,g,3,05/27/2023,04/27/2023
124065,1,1.0,Pack,28.00,g,3,05/27/2023,04/27/2023
124066,1,1.0,Pack,28.00,g,3,05/27/2023,04/27/2023
124067,1,1.0,Calzone,154.00,g,3,05/27/2023,04/27/2023
124068,1,1.0,Empanada,146.00,g,3,05/27/2023,04/27/2023
124069,1,1.0,Calzone,156.00,g,3,05/27/2023,04/27/2023
124070,1,1.0,Empanada,91.00,g,3,05/27/2023,04/27/2023
124073,1,1.0,oz. portion,28.00,g,3,05/27/2023,06/29/2023
124074,1,1.0,Waffle,67.20,g,3,05/27/2023,08/31/2023
124075,1,1.0,Waffle,67.20,g,3,05/27/2023,08/31/2023
124076,1,2.0,OZ,56.00,g,3,05/27/2023,09/14/2023
124077,1,13.0,Pieces,64.00,g,3,05/27/2023,08/31/2023
124078,1,1.0,Waffle,67.20,g,3,05/27/2023,08/31/2023
124081,1,2.85,oz,79.80,g,3,05/27/2023,12/21/2023
124082,1,3.2,OZ,89.60,g,3,05/27/2023,04/27/2023
124083,1,1.0,Bar,64.00,g,3,05/27/2023,08/15/2024
124084,1,1.0,Bar,64.00,g,3,05/27/2023,12/19/2024
124085,1,1.0,Bar,64.00,g,3,05/27/2023,07/11/2024
124086,1,8.0,Pieces,114.00,g,3,05/27/2023,10/26/2023
124087,1,1.0,MUFFIN,57.00,g,3,05/27/2023,02/01/2024
124088,1,1.0,MUFFIN,57.00,g,3,05/27/2023,02/01/2024
124089,1,1.0,MUFFIN,57.00,g,3,05/27/2023,02/01/2024
124090,1,1.0,MUFFIN,57.00,g,3,05/27/2023,08/15/2024
124091,1,1.0,MUFFIN,57.00,g,3,05/27/2023,07/11/2024
124092,1,1.0,MUFFIN,112.00,g,3,05/27/2023,06/29/2023
124093,1,1.0,COOKIE,37.24,g,3,05/27/2023,06/29/2023
124094,1,1.0,MUFFIN,57.00,g,3,05/27/2023,09/13/2024
124095,1,1.0,MUFFIN,113.00,g,3,05/27/2023,02/01/2024
124096,1,100.0,Gram,100.00,g,3,05/27/2023,03/14/2024
124097,1,1.0,PACKAGE,56.00,g,3,05/27/2023,12/19/2024
124098,1,1.0,pkg (2oz),56.00,g,3,05/27/2023,12/19/2024
124099,1,53.0,fries,28.00,g,3,05/27/2023,04/27/2023
124100,1,1.0,PACKAGE,22.40,g,3,05/27/2023,04/27/2023
124101,1,1.0,PACKAGE,28.00,g,3,05/27/2023,04/27/2023
124102,1,1.0,Package,14.00,g,3,05/27/2023,04/27/2023
124103,1,1.0,oz.,28.00,g,3,05/27/2023,07/11/2024
124104,1,1.0,oz.,28.00,g,3,05/27/2023,07/11/2024
124105,1,1.0,oz.,28.00,g,3,05/27/2023,07/11/2024
124106,1,2.0,oz.,57.00,g,3,05/27/2023,07/11/2024
124107,1,1.0,Patty (1.25 oz.),35.00,g,3,05/27/2023,07/11/2024
124108,1,1.0,oz.,28.00,g,3,05/27/2023,07/11/2024
124109,1,0.5,Cup,110.00,g,3,05/27/2023,07/11/2024
124111,1,1.0,Patty (1.25 oz./ 35g),35.00,g,3,05/27/2023,07/11/2024
124112,1,1.0,oz.,28.00,g,3,05/27/2023,07/11/2024
124113,1,1.0,cookie,36.40,g,3,05/27/2023,04/27/2023
124114,1,1.33,ounce carton,38.00,g,3,05/27/2023,03/14/2024
124115,1,1.0,Can,162.00,ml,3,05/27/2023,06/29/2023
124116,1,1.0,Can,162.00,ml,3,05/27/2023,06/29/2023
124117,1,1.0,Bottle,295.00,ml,3,05/27/2023,02/01/2024
124118,1,1.0,Bottle,295.00,ml,3,05/27/2023,06/29/2023
124119,1,1.0,Bottle,295.00,ml,3,05/27/2023,11/16/2023
124120,1,1.0,Can,340.00,ml,3,05/27/2023,06/29/2023
124121,1,1.0,Can,340.00,ml,3,05/27/2023,06/29/2023
124122,1,1.0,Flatbread,57.00,g,3,05/27/2023,07/11/2024
124123,1,1.0,Flatbread,56.00,g,3,05/27/2023,08/31/2023
124126,1,56.0,g,56.00,g,3,05/27/2023,04/27/2023
124127,1,56.0,g,56.00,g,3,05/27/2023,04/27/2023
124128,1,56.0,g,56.00,g,3,05/27/2023,04/27/2023
124129,1,56.0,g,56.00,g,3,05/27/2023,04/27/2023
